Candidate_ID,Role_Applied,Department,Source,Application_Date,Screening_Date,Interview_Date,Offer_Date,Hire_Date,Final_Status
C05893,Product Manager,HR,Naukri,2024-11-24,2024-11-27,2024-12-04,,,Rejected
C05894,Marketing Specialist,Product,AngelList,2024-08-06,2024-08-11,,,,Rejected
C05895,Product Manager,Sales,Company Website,2025-02-04,2025-02-10,2025-02-19,2025-02-20,2025-02-23,Hired
C05896,Sales Executive,Tech,AngelList,2024-08-12,2024-08-17,,,,Rejected
C05897,Sales Executive,HR,Company Website,2025-01-07,2025-01-16,2025-01-19,2025-01-29,,Rejected
C05898,Sales Executive,Sales,Referral,2025-03-04,2025-03-08,,,,Hired
C05899,Data Scientist,Product,AngelList,2025-09-03,2025-09-05,2025-09-14,,,Dropped
C05900,HR Manager,Sales,Referral,2023-12-20,2023-12-22,2023-12-25,2024-01-03,,Rejected
C05901,Marketing Specialist,Sales,LinkedIn,2025-06-12,2025-06-13,2025-06-28,2025-06-29,2025-07-11,Hired
C05902,HR Manager,Sales,Company Website,2024-06-01,2024-06-11,,,,Dropped
C05903,Product Manager,HR,Naukri,2024-07-31,2024-08-09,2024-08-20,2024-08-26,,Rejected
C05904,Sales Executive,Product,LinkedIn,2025-01-30,2025-02-01,2025-02-16,,,Rejected
C05905,Marketing Specialist,Sales,Naukri,2024-08-17,2024-08-18,2024-08-26,,,Dropped
C05906,Software Engineer,Marketing,Company Website,2025-04-24,,,,,Rejected
C05907,Sales Executive,Marketing,Company Website,2024-11-10,2024-11-18,2024-12-02,2024-12-05,,Dropped
C05908,Product Manager,Sales,Referral,2025-04-23,2025-04-26,,,,Rejected
C05909,HR Manager,HR,AngelList,2024-04-19,2024-04-24,2024-04-28,,,Hired
C05910,Data Scientist,HR,AngelList,2023-11-12,2023-11-21,2023-12-05,,,Dropped
C05911,Sales Executive,HR,Referral,2023-12-30,2023-12-31,2024-01-12,2024-01-13,,Rejected
C05912,HR Manager,Product,Naukri,2024-05-27,2024-05-31,2024-06-03,,,Rejected
C05913,Product Manager,Sales,Naukri,2023-12-08,2023-12-09,2023-12-17,2023-12-19,,Rejected
C05914,Product Manager,Marketing,LinkedIn,2023-11-30,2023-12-06,2023-12-07,2023-12-16,2023-12-23,Hired
C05915,HR Manager,Sales,Naukri,2024-04-01,2024-04-08,2024-04-13,,,Rejected
C05916,HR Manager,HR,LinkedIn,2024-08-23,,,,,Rejected
C05917,Sales Executive,Tech,Naukri,2025-05-06,2025-05-11,2025-05-23,2025-05-25,,Dropped
C05918,Software Engineer,HR,Naukri,2025-06-27,2025-07-06,2025-07-20,2025-07-26,,Rejected
C05919,Sales Executive,Product,Referral,2024-12-30,2025-01-07,2025-01-18,2025-01-23,2025-01-31,Hired
C05920,Data Scientist,Sales,Naukri,2025-04-22,2025-04-26,,,,Dropped
C05921,HR Manager,HR,LinkedIn,2025-06-17,2025-06-21,2025-06-22,2025-06-28,,Dropped
C05922,Data Scientist,Product,AngelList,2024-10-18,2024-10-20,2024-10-26,2024-11-01,,Dropped
C05923,Data Scientist,Tech,AngelList,2024-07-08,2024-07-09,2024-07-16,,,Hired
C05924,Software Engineer,Sales,LinkedIn,2025-05-13,2025-05-22,2025-06-03,2025-06-13,2025-06-22,Hired
C05925,Sales Executive,Sales,Naukri,2023-12-26,2024-01-05,2024-01-18,,,Dropped
C05926,Marketing Specialist,Product,Naukri,2025-02-16,2025-02-20,2025-02-22,,,Dropped
C05927,Product Manager,Product,LinkedIn,2025-07-17,2025-07-27,2025-08-08,2025-08-14,2025-08-25,Hired
C05928,Data Scientist,Marketing,LinkedIn,2024-08-31,2024-09-09,2024-09-20,,,Hired
C05929,Data Scientist,Marketing,LinkedIn,2024-12-25,2024-12-28,,,,Rejected
C05930,Data Scientist,Product,LinkedIn,2024-02-28,2024-03-05,,,,Dropped
C05931,Data Scientist,HR,Company Website,2023-11-26,2023-12-04,2023-12-15,2023-12-18,,Dropped
C05932,Product Manager,Sales,Company Website,2024-01-14,2024-01-20,,,,Hired
C05933,Sales Executive,HR,Referral,2023-10-03,2023-10-08,2023-10-10,2023-10-16,,Dropped
C05934,Marketing Specialist,Product,Naukri,2024-03-20,2024-03-30,,,,Rejected
C05935,Software Engineer,Product,AngelList,2024-08-08,2024-08-11,,,,Hired
C05936,Marketing Specialist,Sales,Referral,2025-03-23,2025-03-24,2025-04-03,2025-04-07,,Rejected
C05937,Data Scientist,Product,Referral,2023-10-17,2023-10-18,2023-10-26,2023-11-02,,Rejected
C05938,HR Manager,Sales,Naukri,2024-10-22,2024-10-24,2024-11-02,2024-11-06,,Dropped
C05939,Product Manager,Marketing,Company Website,2024-03-05,2024-03-13,2024-03-18,2024-03-28,,Rejected
C05940,Marketing Specialist,Marketing,LinkedIn,2025-03-15,2025-03-18,,,,Hired
C05941,Software Engineer,HR,Company Website,2025-04-09,2025-04-13,2025-04-26,2025-05-02,,Dropped
C05942,HR Manager,Product,LinkedIn,2024-08-16,2024-08-24,2024-08-27,2024-09-05,2024-09-18,Hired
C05943,Marketing Specialist,Marketing,LinkedIn,2024-06-25,2024-06-28,2024-07-01,,,Dropped
C05944,HR Manager,HR,Company Website,2024-09-11,,,,,Hired
C05945,HR Manager,Marketing,Company Website,2024-09-13,2024-09-14,,,,Dropped
C05946,Data Scientist,Marketing,Company Website,2025-09-01,2025-09-05,2025-09-17,2025-09-26,,Rejected
C05947,Sales Executive,Tech,Company Website,2024-09-13,,,,,Hired
C05948,Data Scientist,Tech,LinkedIn,2024-01-13,2024-01-14,2024-01-17,,,Dropped
C05949,Marketing Specialist,Sales,LinkedIn,2023-10-18,2023-10-23,,,,Hired
C05950,HR Manager,HR,AngelList,2023-10-29,2023-11-08,2023-11-19,2023-11-28,,Rejected
C05951,Software Engineer,Sales,LinkedIn,2024-06-11,2024-06-14,2024-06-20,,,Dropped
C05952,Data Scientist,HR,Referral,2024-04-26,2024-04-27,2024-04-30,2024-05-05,,Rejected
C05953,Software Engineer,HR,LinkedIn,2024-05-22,2024-05-27,2024-06-10,2024-06-19,,Rejected
C05954,Data Scientist,HR,LinkedIn,2025-05-08,2025-05-15,2025-05-30,2025-06-04,2025-06-20,Hired
C05955,Sales Executive,Sales,Company Website,2024-03-09,2024-03-19,2024-03-27,2024-04-03,,Rejected
C05956,Sales Executive,Product,LinkedIn,2023-12-13,2023-12-17,2023-12-31,2024-01-01,,Rejected
C05957,Data Scientist,Tech,Referral,2024-07-28,2024-07-30,2024-08-12,2024-08-20,2024-08-21,Hired
C05958,Data Scientist,HR,Company Website,2024-02-26,2024-03-03,2024-03-07,2024-03-11,,Rejected
C05959,Marketing Specialist,Sales,Naukri,2025-06-29,,,,,Hired
C05960,Sales Executive,Marketing,Naukri,2024-03-11,2024-03-21,2024-03-23,2024-04-02,,Rejected
C05961,Software Engineer,Marketing,Naukri,2024-03-18,2024-03-27,2024-04-08,2024-04-16,,Rejected
C05962,Sales Executive,Product,Referral,2024-10-09,2024-10-13,2024-10-21,2024-10-25,,Dropped
C05963,Data Scientist,Tech,Naukri,2025-04-14,2025-04-19,2025-04-20,,,Dropped
C05964,Software Engineer,Product,Referral,2024-08-16,,,,,Hired
C05965,Data Scientist,HR,Company Website,2024-03-16,2024-03-17,2024-03-30,2024-03-31,2024-04-08,Hired
C05966,Product Manager,HR,Company Website,2025-04-09,2025-04-11,,,,Rejected
C05967,Data Scientist,Sales,Company Website,2025-07-15,2025-07-23,2025-08-02,2025-08-09,,Rejected
C05968,Sales Executive,Tech,Referral,2024-02-21,2024-02-28,2024-03-04,2024-03-09,,Dropped
C05969,HR Manager,Marketing,Company Website,2025-07-16,2025-07-17,2025-07-22,2025-07-30,2025-08-10,Hired
C05970,Sales Executive,Tech,LinkedIn,2024-04-10,2024-04-11,2024-04-14,2024-04-23,2024-04-28,Hired
C05971,Sales Executive,Sales,Referral,2024-03-26,2024-04-04,2024-04-19,2024-04-23,2024-05-08,Hired
C05972,Marketing Specialist,Product,LinkedIn,2024-04-08,2024-04-18,2024-04-29,2024-04-30,,Rejected
C05973,Software Engineer,Tech,Company Website,2025-06-13,2025-06-16,2025-06-18,2025-06-22,,Dropped
C05974,Marketing Specialist,Sales,AngelList,2024-01-29,2024-02-03,,,,Hired
C05975,Marketing Specialist,Product,AngelList,2025-03-04,2025-03-13,2025-03-17,2025-03-26,2025-04-10,Hired
C05976,Marketing Specialist,Product,Company Website,2023-11-12,2023-11-16,2023-11-19,,,Dropped
C05977,Product Manager,Product,LinkedIn,2024-06-25,2024-06-28,2024-07-06,,,Hired
C05978,Software Engineer,Tech,Company Website,2025-05-15,2025-05-19,2025-05-22,2025-05-27,,Dropped
C05979,Data Scientist,Tech,Referral,2024-01-03,,,,,Rejected
C05980,HR Manager,Marketing,Referral,2024-07-27,2024-08-02,2024-08-12,,,Dropped
C05981,Sales Executive,Product,AngelList,2023-12-16,2023-12-17,,,,Hired
C05982,HR Manager,Product,Referral,2025-09-03,2025-09-07,,,,Hired
C05983,HR Manager,HR,Naukri,2025-06-10,2025-06-19,2025-06-24,2025-06-25,,Dropped
C05984,Data Scientist,HR,LinkedIn,2025-01-06,2025-01-08,2025-01-19,2025-01-22,,Rejected
C05985,Data Scientist,Sales,LinkedIn,2024-10-04,2024-10-12,2024-10-26,,,Hired
C05986,HR Manager,HR,LinkedIn,2025-08-11,2025-08-21,2025-09-01,,,Rejected
C05987,Sales Executive,HR,Company Website,2024-05-30,2024-06-08,2024-06-23,2024-06-25,2024-07-02,Hired
C05988,Data Scientist,HR,Company Website,2025-02-27,2025-03-02,2025-03-03,2025-03-05,2025-03-15,Hired
C05989,Sales Executive,Marketing,Company Website,2024-04-14,2024-04-16,2024-04-22,,,Dropped
C05990,Data Scientist,HR,AngelList,2023-12-14,2023-12-18,2023-12-21,2023-12-27,2024-01-07,Hired
C05991,Sales Executive,Tech,Naukri,2024-04-13,2024-04-20,,,,Rejected
C05992,Marketing Specialist,Product,Naukri,2025-08-17,2025-08-19,2025-08-21,2025-08-27,2025-09-11,Hired
C05993,Sales Executive,Sales,Referral,2025-06-08,2025-06-10,2025-06-11,2025-06-16,2025-07-05,Hired
C05994,Product Manager,Product,LinkedIn,2024-09-11,2024-09-15,2024-09-22,2024-09-25,,Rejected
C05995,Data Scientist,Sales,LinkedIn,2025-06-30,2025-07-06,2025-07-17,,,Rejected
C05996,Marketing Specialist,Tech,Naukri,2024-04-01,2024-04-10,2024-04-25,,,Hired
C05997,Marketing Specialist,HR,Referral,2024-07-28,2024-08-02,2024-08-10,,,Rejected
C05998,Product Manager,Tech,LinkedIn,2024-02-23,2024-03-04,2024-03-14,,,Rejected
C05999,HR Manager,HR,LinkedIn,2025-08-29,2025-09-06,2025-09-10,2025-09-18,,Rejected
C06000,Sales Executive,Product,Company Website,2023-12-26,2023-12-30,2024-01-13,2024-01-19,,Rejected
C06001,Sales Executive,Sales,LinkedIn,2024-10-23,2024-10-27,2024-10-30,,,Dropped
C06002,Software Engineer,Tech,AngelList,2025-07-08,2025-07-09,2025-07-20,2025-07-30,2025-08-10,Hired
C06003,Data Scientist,HR,LinkedIn,2025-05-30,2025-05-31,2025-06-13,2025-06-22,2025-07-05,Hired
C06004,HR Manager,HR,Company Website,2025-06-05,2025-06-09,,,,Dropped
C06005,HR Manager,HR,Company Website,2024-09-29,2024-10-05,2024-10-13,,,Hired
C06006,Data Scientist,Product,AngelList,2025-02-22,2025-02-27,2025-03-06,2025-03-10,,Dropped
C06007,Software Engineer,Product,AngelList,2024-07-30,2024-08-02,,,,Rejected
C06008,Software Engineer,Marketing,AngelList,2024-08-30,,,,,Hired
C06009,Data Scientist,Marketing,Company Website,2024-06-18,2024-06-19,,,,Dropped
C06010,Sales Executive,Tech,Naukri,2024-10-08,2024-10-18,2024-10-23,2024-11-02,2024-11-09,Hired
C06011,Sales Executive,Product,Company Website,2024-06-29,2024-07-09,2024-07-24,2024-07-31,2024-08-09,Hired
C06012,Marketing Specialist,Tech,AngelList,2025-09-10,2025-09-20,2025-09-26,,,Rejected
C06013,HR Manager,Sales,Naukri,2024-01-11,2024-01-17,2024-01-20,2024-01-26,,Dropped
C06014,Data Scientist,Tech,LinkedIn,2025-04-25,2025-05-02,,,,Dropped
C06015,Sales Executive,HR,Naukri,2023-10-30,2023-11-01,2023-11-10,2023-11-13,,Dropped
C06016,Software Engineer,Marketing,AngelList,2023-09-14,2023-09-22,,,,Rejected
C06017,Data Scientist,Tech,LinkedIn,2025-09-03,2025-09-05,2025-09-12,2025-09-16,,Rejected
C06018,HR Manager,Marketing,LinkedIn,2025-07-19,2025-07-22,,,,Rejected
C06019,Sales Executive,Tech,AngelList,2023-12-02,2023-12-10,2023-12-25,2023-12-31,2024-01-19,Hired
C06020,Sales Executive,Marketing,Naukri,2023-12-20,2023-12-22,2023-12-30,2024-01-02,2024-01-03,Hired
C06021,Software Engineer,HR,AngelList,2025-01-07,2025-01-13,2025-01-17,2025-01-25,,Dropped
C06022,Sales Executive,Tech,Naukri,2024-07-06,2024-07-13,2024-07-21,2024-07-28,,Dropped
C06023,Sales Executive,Product,AngelList,2024-05-19,2024-05-26,,,,Dropped
C06024,Software Engineer,Product,Referral,2023-09-28,2023-10-02,2023-10-13,2023-10-20,2023-10-28,Hired
C06025,Software Engineer,HR,Referral,2024-12-22,,,,,Dropped
C06026,HR Manager,Product,LinkedIn,2024-03-17,2024-03-27,2024-03-30,,,Rejected
C06027,Marketing Specialist,Marketing,Referral,2024-09-30,2024-10-09,2024-10-11,2024-10-19,,Dropped
C06028,Data Scientist,Sales,AngelList,2025-09-06,2025-09-12,2025-09-16,2025-09-18,,Rejected
C06029,Sales Executive,Product,Referral,2025-08-21,2025-08-29,2025-09-11,,,Dropped
C06030,Sales Executive,Tech,Company Website,2023-12-11,2023-12-18,2024-01-01,2024-01-09,,Rejected
C06031,Software Engineer,Product,Company Website,2024-10-28,2024-11-03,2024-11-05,2024-11-11,,Dropped
C06032,Marketing Specialist,Marketing,Company Website,2025-06-29,2025-07-09,2025-07-14,2025-07-21,,Rejected
C06033,Marketing Specialist,Tech,AngelList,2024-10-14,2024-10-15,,,,Rejected
C06034,HR Manager,Marketing,AngelList,2024-04-27,2024-05-07,2024-05-15,2024-05-25,2024-05-31,Hired
C06035,Sales Executive,HR,Company Website,2024-05-29,2024-06-05,2024-06-20,2024-06-22,,Rejected
C06036,HR Manager,Product,AngelList,2024-10-18,2024-10-25,2024-11-09,2024-11-19,2024-11-21,Hired
C06037,Product Manager,Product,Referral,2025-04-07,2025-04-17,2025-04-20,2025-04-29,,Dropped
C06038,Software Engineer,Marketing,Referral,2025-06-27,2025-07-04,2025-07-17,2025-07-25,2025-08-09,Hired
C06039,Marketing Specialist,Tech,Referral,2024-01-05,2024-01-09,2024-01-16,,,Hired
C06040,Sales Executive,Sales,Naukri,2025-06-19,2025-06-27,2025-06-28,,,Hired
C06041,HR Manager,Marketing,LinkedIn,2024-03-01,2024-03-07,2024-03-12,,,Rejected
C06042,Data Scientist,Product,LinkedIn,2025-05-20,2025-05-22,2025-05-31,,,Hired
C06043,HR Manager,Sales,LinkedIn,2025-05-07,2025-05-08,,,,Dropped
C06044,HR Manager,Marketing,Company Website,2024-01-01,2024-01-04,2024-01-15,,,Rejected
C06045,Product Manager,HR,Naukri,2024-12-19,2024-12-27,2025-01-04,2025-01-14,,Rejected
C06046,Sales Executive,Sales,AngelList,2024-09-30,2024-10-09,2024-10-11,2024-10-14,,Dropped
C06047,Marketing Specialist,Product,LinkedIn,2024-07-21,2024-07-23,2024-07-28,,,Hired
C06048,Marketing Specialist,Marketing,Naukri,2024-04-04,2024-04-05,,,,Rejected
C06049,Sales Executive,Product,Company Website,2024-04-10,2024-04-11,,,,Rejected
C06050,Software Engineer,Sales,LinkedIn,2025-01-18,2025-01-21,2025-01-26,2025-02-02,2025-02-05,Hired
C06051,HR Manager,Sales,Company Website,2024-11-20,2024-11-27,2024-12-05,2024-12-11,2024-12-29,Hired
C06052,Data Scientist,Sales,Naukri,2025-03-09,2025-03-16,2025-03-30,2025-04-07,,Dropped
C06053,Product Manager,Product,Naukri,2023-11-28,2023-12-03,2023-12-12,2023-12-16,2023-12-23,Hired
C06054,HR Manager,HR,Naukri,2025-01-15,2025-01-18,,,,Hired
C06055,Data Scientist,Sales,Company Website,2023-12-14,2023-12-23,2024-01-02,2024-01-04,,Dropped
C06056,Software Engineer,Sales,Referral,2024-08-21,2024-08-28,2024-08-30,2024-09-04,,Dropped
C06057,Product Manager,Product,Company Website,2024-06-04,2024-06-10,2024-06-25,,,Hired
C06058,Sales Executive,Product,AngelList,2024-09-06,2024-09-12,2024-09-17,2024-09-25,,Dropped
C06059,Sales Executive,Sales,LinkedIn,2023-11-30,,,,,Hired
C06060,HR Manager,Marketing,Naukri,2024-03-06,2024-03-12,2024-03-15,,,Dropped
C06061,Product Manager,Tech,Referral,2025-04-05,2025-04-12,2025-04-26,2025-05-02,,Dropped
C06062,Data Scientist,HR,Naukri,2024-09-18,2024-09-28,2024-10-06,2024-10-11,2024-10-27,Hired
C06063,Software Engineer,Marketing,LinkedIn,2023-12-09,2023-12-19,2023-12-21,2023-12-28,,Rejected
C06064,Marketing Specialist,Tech,Company Website,2025-06-18,2025-06-26,2025-07-08,,,Rejected
C06065,Marketing Specialist,Sales,AngelList,2024-08-24,2024-08-25,2024-09-09,2024-09-17,,Rejected
C06066,Software Engineer,Product,Company Website,2025-08-19,2025-08-26,2025-08-27,,,Rejected
C06067,Sales Executive,Marketing,LinkedIn,2024-08-25,2024-08-26,2024-08-30,2024-09-06,2024-09-16,Hired
C06068,Sales Executive,Marketing,Referral,2024-08-21,2024-08-25,2024-08-28,,,Dropped
C06069,Software Engineer,HR,AngelList,2024-05-01,2024-05-04,,,,Rejected
C06070,Sales Executive,HR,AngelList,2025-04-16,2025-04-19,2025-04-25,2025-05-02,,Rejected
C06071,Software Engineer,Tech,Naukri,2024-03-26,2024-03-28,,,,Hired
C06072,HR Manager,Marketing,Referral,2025-04-14,2025-04-15,,,,Rejected
C06073,Marketing Specialist,Sales,Naukri,2025-06-20,2025-06-21,2025-06-23,,,Dropped
C06074,Data Scientist,Tech,AngelList,2024-10-11,2024-10-18,2024-10-24,,,Rejected
C06075,Marketing Specialist,Marketing,Naukri,2024-01-23,2024-01-25,2024-02-01,2024-02-11,2024-02-29,Hired
C06076,Product Manager,Sales,Referral,2024-09-09,2024-09-14,2024-09-20,,,Dropped
C06077,HR Manager,Product,AngelList,2025-05-18,2025-05-21,2025-05-30,2025-06-07,,Dropped
C06078,Product Manager,HR,Naukri,2023-10-29,2023-11-06,,,,Rejected
C06079,Software Engineer,HR,Naukri,2025-08-30,2025-09-03,2025-09-05,,,Rejected
C06080,Data Scientist,Tech,AngelList,2023-11-19,2023-11-20,2023-11-25,,,Rejected
C06081,HR Manager,HR,Referral,2024-06-04,2024-06-13,2024-06-22,2024-06-27,,Dropped
C06082,Marketing Specialist,HR,LinkedIn,2024-05-02,2024-05-12,2024-05-26,2024-06-02,2024-06-22,Hired
C06083,Sales Executive,Sales,LinkedIn,2025-01-20,2025-01-29,,,,Dropped
C06084,Product Manager,Product,AngelList,2025-06-26,2025-06-30,2025-07-08,,,Rejected
C06085,Product Manager,Sales,LinkedIn,2025-03-18,2025-03-28,,,,Hired
C06086,Sales Executive,Sales,Naukri,2024-11-14,,,,,Dropped
C06087,HR Manager,Product,Company Website,2024-07-21,2024-07-28,2024-08-06,2024-08-07,2024-08-20,Hired
C06088,Sales Executive,Marketing,LinkedIn,2023-12-06,2023-12-15,2023-12-21,2023-12-22,2023-12-29,Hired
C06089,Product Manager,Tech,Company Website,2025-05-09,2025-05-12,2025-05-20,2025-05-28,,Rejected
C06090,Sales Executive,Sales,Naukri,2025-05-07,2025-05-08,2025-05-19,2025-05-27,,Dropped
C06091,Product Manager,Product,Company Website,2024-05-05,2024-05-14,2024-05-24,2024-05-29,,Rejected
C06092,Marketing Specialist,HR,AngelList,2025-08-12,2025-08-22,2025-08-23,,,Dropped
C06093,HR Manager,Product,LinkedIn,2024-05-16,2024-05-24,2024-06-06,9999-99-99,2024-06-27,Hired
C06094,Data Scientist,HR,Company Website,2025-03-16,,,,,Dropped
C06095,HR Manager,Sales,LinkedIn,2023-10-10,,,,,Dropped
C06096,Sales Executive,HR,Referral,2024-07-24,2024-07-29,2024-08-12,,,Dropped
C06097,Sales Executive,HR,LinkedIn,2025-08-30,2025-09-06,2025-09-17,2025-09-22,2025-10-02,Hired
C06098,HR Manager,Marketing,Naukri,2025-08-10,2025-08-11,2025-08-24,,,Dropped
C06099,Data Scientist,HR,AngelList,2023-09-28,2023-10-01,2023-10-02,2023-10-11,,Rejected
C06100,Product Manager,HR,AngelList,2025-07-05,2025-07-11,2025-07-14,2025-07-18,,Rejected
C06101,Sales Executive,Product,Company Website,2025-05-06,2025-05-11,2025-05-20,,,Rejected
C06102,Sales Executive,HR,LinkedIn,2024-11-28,2024-12-01,2024-12-03,2024-12-11,,Rejected
C06103,HR Manager,Sales,AngelList,2025-09-07,2025-09-14,2025-09-28,2025-10-02,,Dropped
C06104,Product Manager,Product,Referral,2024-02-10,2024-02-16,,,,Hired
C06105,Product Manager,Marketing,LinkedIn,2023-12-20,2023-12-22,2023-12-29,,,Dropped
C06106,Sales Executive,Product,LinkedIn,2023-12-26,2023-12-28,,,,Hired
C06107,Product Manager,Marketing,LinkedIn,2025-02-25,2025-02-27,2025-03-07,2025-03-10,,Rejected
C06108,Marketing Specialist,Sales,Referral,2024-03-14,2024-03-22,2024-04-03,2024-04-05,2024-04-20,Hired
C06109,HR Manager,HR,Company Website,2025-02-06,2025-02-10,2025-02-22,,,Dropped
C06110,Marketing Specialist,Sales,Naukri,2025-06-26,,,,,Dropped
C06111,Data Scientist,Marketing,Naukri,2025-01-03,2025-01-10,2025-01-15,,,Rejected
C06112,Marketing Specialist,Sales,LinkedIn,2023-09-19,2023-09-27,2023-09-28,2023-10-06,,Dropped
C06113,Software Engineer,Sales,AngelList,2025-06-07,2025-06-12,,,,Hired
C06114,Marketing Specialist,HR,Referral,2025-05-20,2025-05-23,2025-06-04,2025-06-06,,Rejected
C06115,Data Scientist,Sales,Referral,2025-08-23,2025-08-29,2025-09-13,2025-09-23,,Rejected
C06116,HR Manager,Sales,LinkedIn,2025-02-22,2025-03-04,2025-03-05,2025-03-08,2025-03-11,Hired
C06117,Marketing Specialist,Sales,LinkedIn,2025-03-30,2025-04-03,2025-04-04,,,Dropped
C06118,Data Scientist,Sales,LinkedIn,2024-09-16,2024-09-17,2024-09-26,2024-09-27,,Dropped
C06119,Software Engineer,Marketing,Naukri,2024-04-08,2024-04-18,2024-04-19,2024-04-28,,Dropped
C06120,Data Scientist,Sales,Company Website,2025-07-14,2025-07-19,2025-07-22,2025-07-24,2025-08-13,Hired
C06121,Sales Executive,Marketing,Naukri,2025-03-07,2025-03-10,2025-03-16,2025-03-23,,Dropped
C06122,HR Manager,Product,Company Website,2023-11-16,2023-11-20,,,,Rejected
C06123,Product Manager,Marketing,Naukri,2024-07-21,2024-07-22,2024-07-25,2024-08-01,2024-08-08,Hired
C06124,Sales Executive,Marketing,Referral,2023-10-17,2023-10-22,2023-10-30,2023-11-05,,Dropped
C06125,Sales Executive,Tech,LinkedIn,2025-05-30,2025-06-01,,,,Rejected
C06126,Marketing Specialist,Marketing,LinkedIn,2024-10-24,2024-10-31,2024-11-15,2024-11-21,,Dropped
C06127,Marketing Specialist,Tech,LinkedIn,2024-08-10,2024-08-13,2024-08-15,,,Dropped
C06128,Marketing Specialist,Marketing,Naukri,2025-03-01,2025-03-07,2025-03-14,2025-03-20,2025-04-02,Hired
C06129,Software Engineer,Sales,Naukri,2025-03-13,2025-03-21,2025-04-01,2025-04-09,,Rejected
C06130,Data Scientist,HR,Naukri,2024-07-11,2024-07-15,2024-07-17,2024-07-20,,Rejected
C06131,HR Manager,Marketing,Company Website,2025-02-23,2025-03-04,2025-03-13,,,Hired
C06132,Marketing Specialist,Sales,Referral,2023-12-07,2023-12-11,2023-12-22,2023-12-25,2024-01-03,Hired
C06133,Software Engineer,Tech,LinkedIn,2024-11-29,2024-12-06,2024-12-20,2024-12-26,,Dropped
C06134,Software Engineer,HR,AngelList,2023-09-25,,,,,Hired
C06135,Data Scientist,HR,LinkedIn,2025-01-01,2025-01-07,2025-01-16,2025-01-26,2025-02-12,Hired
C06136,HR Manager,Sales,Naukri,2024-09-01,2024-09-02,2024-09-03,2024-09-13,2024-10-01,Hired
C06137,Sales Executive,Sales,LinkedIn,2024-09-10,2024-09-19,2024-09-29,2024-10-04,2024-10-24,Hired
C06138,HR Manager,Sales,AngelList,2024-04-29,2024-05-08,2024-05-13,2024-05-14,,Rejected
C06139,Software Engineer,Tech,Company Website,2024-12-06,2024-12-09,2024-12-19,2024-12-20,2025-01-08,Hired
C06140,Software Engineer,Sales,AngelList,2025-06-29,2025-07-09,2025-07-15,2025-07-18,,Rejected
C06141,Product Manager,Marketing,LinkedIn,2024-02-26,2024-03-07,2024-03-17,,,Rejected
C06142,Data Scientist,Marketing,Referral,2024-09-29,2024-10-07,2024-10-11,,,Hired
C06143,Product Manager,Sales,Referral,2025-07-07,2025-07-16,2025-07-22,,,Dropped
C06144,Software Engineer,Product,Referral,2024-10-17,2024-10-27,2024-10-31,2024-11-08,,Dropped
C06145,Sales Executive,Product,AngelList,2025-06-15,2025-06-21,,,,Hired
C06146,Software Engineer,HR,Naukri,2023-11-28,2023-12-01,2023-12-10,2023-12-13,2023-12-28,Hired
C06147,Marketing Specialist,HR,AngelList,2025-06-04,2025-06-06,2025-06-09,2025-06-13,2025-06-18,Hired
C06148,HR Manager,Product,AngelList,2023-12-13,2023-12-22,2023-12-31,2024-01-01,2024-01-11,Hired
C06149,HR Manager,Product,Referral,2024-04-07,2024-04-14,,,,Rejected
C06150,Sales Executive,Marketing,LinkedIn,2023-10-27,2023-10-30,,,,Rejected
C06151,Marketing Specialist,Sales,AngelList,2023-11-07,2023-11-09,,,,Hired
C06152,Sales Executive,Tech,Naukri,2024-11-21,2024-11-27,2024-12-02,2024-12-11,2024-12-23,Hired
C06153,Product Manager,Tech,Naukri,2024-02-11,,,,,Hired
C06154,Marketing Specialist,HR,Referral,2024-09-09,2024-09-16,2024-09-17,2024-09-19,,Rejected
C06155,Sales Executive,HR,Referral,2025-07-19,2025-07-28,,,,Rejected
C06156,Software Engineer,Sales,Naukri,2024-08-16,,,,,Rejected
C06157,Data Scientist,Marketing,AngelList,2024-10-05,2024-10-13,2024-10-23,2024-10-31,2024-11-08,Hired
C06158,Marketing Specialist,Product,Referral,2025-01-15,,,,,Dropped
C06159,HR Manager,Marketing,LinkedIn,2024-09-18,2024-09-24,2024-10-06,2024-10-13,,Dropped
C06160,HR Manager,Tech,LinkedIn,2024-11-29,,,,,Dropped
C06161,Software Engineer,Marketing,Company Website,2025-01-26,2025-02-03,,,,Rejected
C06162,Data Scientist,Marketing,LinkedIn,2024-06-29,2024-07-03,2024-07-14,2024-07-15,2024-07-25,Hired
C06163,Marketing Specialist,HR,AngelList,2024-03-24,2024-03-25,,,,Dropped
C06164,Sales Executive,Sales,Naukri,2024-03-03,,,,,Rejected
C06165,Product Manager,Product,LinkedIn,2024-10-13,2024-10-20,2024-10-31,2024-11-04,2024-11-14,Hired
C06166,Data Scientist,Product,AngelList,2024-06-29,2024-07-01,2024-07-07,2024-07-09,2024-07-15,Hired
C06167,Software Engineer,Marketing,Referral,2025-02-23,2025-02-28,2025-03-15,,,Hired
C06168,Sales Executive,Tech,Naukri,2023-09-14,2023-09-23,2023-09-30,2023-10-06,2023-10-19,Hired
C06169,Sales Executive,Tech,AngelList,2024-11-25,2024-12-05,2024-12-19,2024-12-23,,Rejected
